DOEID,NWEIGHT,REGIONC,DIVISION,UATYP10,HDD65,CDD65,TYPEHUQ,YEARMADERANGE,TOTSQFT_EN,TOTHSQFT,TOTCSQFT,STORIES,NCOMBATH,NHAFBATH,BEDROOMS,TOTROOMS,PRKGPLC1,WINDOWS,WINFRAME,TYPEGLASS,ADQINSUL,DRAFTY,HIGHCEIL,CELLAR,CRAWL,CONCRETE,BASEFIN,ATTIC,ATTICFIN,WALLTYPE,ROOFTYPE,FUELHEAT,EQUIPM,EQUIPAGE,FUELAUX,NOHEATBROKE,NOHEATBULK,NOHEATDAYS,HEATCNTL,TEMPHOME,TEMPNITE,TEMPGONE,ACEQUIPM_PUB,ACEQUIPAGE,BTUEL,BTUNG,BTULP,BTUFO,TOTALBTU,KWH,CUFEETNG,GALLONLP,GALLONFO,TOTALBTUSPH,DOLLAREL,DOLLARNG,DOLLARLP,DOLLARFO,TOTALDOL,NHSLDMEM,HHAGE,HHSEX,EDUCATION,ELPAY,NGPAY,PAYHELP,SCALEE,SCALEG,NWEIGHT1,NWEIGHT2,NWEIGHT3,NWEIGHT4,NWEIGHT5,NWEIGHT6,NWEIGHT7,NWEIGHT8,NWEIGHT9,NWEIGHT10,NWEIGHT11,NWEIGHT12,NWEIGHT13,NWEIGHT14,NWEIGHT15,NWEIGHT16,NWEIGHT17,NWEIGHT18,NWEIGHT19,NWEIGHT20,NWEIGHT21,NWEIGHT22,NWEIGHT23,NWEIGHT24,NWEIGHT25,NWEIGHT26,NWEIGHT27,NWEIGHT28,NWEIGHT29,NWEIGHT30,NWEIGHT31,NWEIGHT32,NWEIGHT33,NWEIGHT34,NWEIGHT35,NWEIGHT36,NWEIGHT37,NWEIGHT38,NWEIGHT39,NWEIGHT40,NWEIGHT41,NWEIGHT42,NWEIGHT43,NWEIGHT44,NWEIGHT45,NWEIGHT46,NWEIGHT47,NWEIGHT48,NWEIGHT49,NWEIGHT50,NWEIGHT51,NWEIGHT52,NWEIGHT53,NWEIGHT54,NWEIGHT55,NWEIGHT56,NWEIGHT57,NWEIGHT58,NWEIGHT59,NWEIGHT60,A_heated,E_heat_kbtu,E_heat_btu,E_heat_therm,E_heat_kwh_equiv,Thermal_Intensity_I,envelope_score,envelope_class,climate_zone,hdd_band,year_built_cat,housing_type,division_name,region_name,building_age,heating_equip_age,heating_equip_age_unknown,log_sqft,hdd_sqft_interaction,heating_per_sqft
112133,11292.993897,WEST,Pacific,U,2067,2060,2,7,2030,2030,0,2.0,2,1,3,6,1.0,3,1,2,2,3,1.0,0.0,0.0,0.0,,0.0,,4,2.0,1.0,3.0,4.0,,0,0,,2.0,70.0,68.0,68.0,,,28149.57,35557.51,0.0,0.0,63707.08,8250.17,344.38,0.0,0.0,25488.57,1534.86,488.61,0.0,0.0,2023.47,1,72,2,1,1,1.0,,0,0,11853.78014,11430.074717,11544.635302,11511.166184,11720.268196,11470.617479,11394.187872,11311.966472,11608.920213,11443.045112,0.0,11581.847407,11576.092237,11567.882014,11458.517581,11499.512631,11448.09041,11403.146368,11521.249857,11562.14938,11522.729046,11473.72361,11375.577759,11199.249523,11433.711845,11509.209996,11398.47971,11505.161209,11424.294736,11465.467737,11448.692143,11538.759591,11501.019362,11438.412949,11557.343779,11445.320633,11632.314687,11432.037071,11285.412583,11558.541261,11417.273763,11482.861458,11408.86538,11531.122365,11622.802365,11596.970174,11437.044561,11461.571083,11593.662118,11599.096291,11304.341505,11467.067965,11591.605386,11441.737827,11533.368347,11405.025818,11449.399271,11487.342466,11495.658116,11640.565392,2030,25488.57,25488570.0,254.8857,7470.272567409144,6.074477896859159,12.0,good,mild,2000-4000,2000-2009,Single-family detached,Pacific,WEST,15,13.0,0,7.616283561580385,4.19601,12555.945812807882
112134,2263.6046238,SOUTH,East South Central,U,3482,1413,3,7,2800,2800,2800,1.0,2,1,3,7,1.0,5,3,2,1,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,5.0,1.0,3.0,5.0,5.0,0,0,,1.0,68.0,68.0,68.0,1.0,2.0,51291.23,46374.44,0.0,0.0,97665.67,15032.6,470.84,0.0,0.0,33795.62,1671.67,511.48,0.0,0.0,2183.15,2,64,2,4,1,1.0,,0,0,2004.360338,2300.2606267,2322.779354,2014.0637209,2010.5835319,0.0,2026.540863,2005.7239158,2303.1710078,1996.6078877,2013.2010088,2001.1568189,2016.8571003,2031.6594131,2031.8752847,2308.2787395,2030.3011135,2000.5855186,2012.5815476,2069.4386338,2318.2617531,2324.820331,1995.9123617,2086.1135184,2308.5870606,2043.3873064,2308.4936939,2011.6084181,1996.3571825,2007.4005185,2024.9609592,1999.0517363,1994.7381835,2308.3548002,2070.6901922,1992.3772579,2014.046265,2299.5052933,2012.5890637,2299.3193009,2018.9625254,2295.8041454,2011.8444209,2301.9557067,2002.6447533,2304.9023591,2020.4227479,2303.3164556,2360.1272639,2022.3286233,2336.1205077,2016.3651213,2015.5818521,2283.5908518,2011.2782699,2011.1049619,2322.1758085,2319.4308666,2335.9736739,2317.1236397,2800,33795.62,33795620.0,337.9562,9904.929660023447,3.466359645523919,13.0,good,mixed,2000-4000,2000-2009,Single-family attached,East South Central,SOUTH,15,18.0,0,7.937731775260109,9.7496,12069.864285714286
112135,10777.372453,NORTHEAST,Middle Atlantic,U,4227,1320,5,3,1160,1160,930,,2,0,3,5,,3,2,2,2,4,1.0,,,,,,,1,,1.0,2.0,5.0,,0,0,,5.0,71.0,71.0,71.0,4.0,2.0,15108.02,29752.69,0.0,0.0,44860.71,4427.91,289.77,0.0,0.0,19511.91,1283.59,1033.57,0.0,0.0,2317.16,3,23,1,4,1,2.0,,0,0,10923.025919,11029.5718,11000.28244,10878.829914,10970.05126,11128.091,10921.070056,10988.620464,11184.466505,10875.441832,11134.786808,10966.245764,11116.578264,10762.871906,11176.677805,10813.861185,11132.542003,10925.943738,0.0,10901.654469,10844.311534,10883.163326,11004.924602,10662.687737,11049.724649,10893.595314,10903.94288,10839.428138,10850.49277,10957.548443,10933.594805,10840.583874,11084.438036,10821.26891,10916.912879,10870.117277,10883.805275,10913.747646,10922.9621,10975.990937,10918.184491,10796.829295,11244.779187,10957.002068,11128.523463,10938.978615,10901.208906,11089.907792,10964.861234,11089.634142,10876.937021,10924.952293,10836.71083,10892.467066,11099.005239,10959.095554,10895.746991,10858.017912,11156.096707,11002.456809,1160,19511.91,19511910.0,195.1191,5718.613716295428,3.97932625241673,8.0,medium,mixed,4000-6000,1960-1969,Apartment (5+ units),Middle Atlantic,NORTHEAST,55,18.0,0,7.057036981697891,4.90332,16820.612068965518
112138,1855.125667,WEST,Mountain North,U,6153,506,2,3,5050,5050,3100,1.0,3,0,5,11,1.0,4,3,2,2,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3,5.0,1.0,3.0,1.0,7.0,0,0,,3.0,69.0,68.0,65.0,1.0,3.0,11886.78,100294.58,0.0,0.0,112181.36,3483.82,1073.39,0.0,0.0,85793.49,354.71,784.72,0.0,0.0,1139.43,2,25,2,4,1,1.0,,0,0,1868.0138176,1859.1095684,1881.8953815,1857.2364424,1853.1029681,1869.5822269,1855.0219031,1897.2674422,1846.5128606,1912.7199486,1898.3274062,1940.4888699,1836.5669189,0.0,1891.9774294,1881.01974,1839.1282284,1875.0006446,1873.1997876,1874.1362649,1923.704691,1877.5964307,1943.8416975,1897.5783404,1894.9035231,1931.5048944,1960.9403615,1952.8593445,1906.3958183,1880.7254484,1973.0130119,1871.333334,1921.6447374,1857.7146543,1930.6313383,1893.2719556,1942.7014732,1904.0675371,1893.6440514,1937.3884172,2005.5547255,1870.0579718,1887.0130454,1910.3861307,1895.7606686,1849.0542816,1875.2614602,1871.2967579,1833.3459254,1853.8766835,1850.2359817,1880.9847166,1912.8197208,1841.1021572,1898.5786598,1888.4031697,1887.7614463,1856.2629879,1851.3427296,1884.9381183,5050,85793.49,85793490.0,857.9349,25144.63364595545,2.7610612548334306,8.0,medium,cold,6000-8000,1960-1969,Single-family detached,Mountain North,WEST,55,1.0,0,8.527341522468053,31.07265,16988.809900990098
112139,6422.9357877,MIDWEST,East North Central,U,5485,856,3,1,1010,1010,1010,2.0,2,0,3,7,1.0,3,1,2,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,5.0,1.0,3.0,5.0,,0,0,,1.0,66.0,66.0,66.0,1.0,4.0,21917.3,45933.48,0.0,0.0,67850.78,6423.59,447.47,0.0,0.0,35560.03,868.55,589.55,0.0,0.0,1458.1,1,40,1,5,1,1.0,,0,0,6835.4486385,6514.7894147,6615.6505386,6652.3944316,6953.1521686,6723.9820286,6709.8949783,6965.4718033,6400.2146238,6836.0024149,7255.5011802,6913.6325042,6877.6215372,6959.1049673,6840.9212414,6434.618,6704.8054116,6770.5085125,6756.7930791,6672.2787159,0.0,6716.1769776,6611.5329442,6604.1390802,6581.1330319,6803.0322519,6542.2906418,6796.2347922,6832.4210267,6690.5317903,6622.7584386,6710.4496,6602.2856623,6424.4006307,6647.8828553,6898.0941813,6819.410243,6428.9963234,6686.3293221,6512.5619858,6883.5047209,6544.2444548,6800.7871675,6521.2786266,6685.8708935,6379.2292405,6666.6106084,6555.4827063,6455.1098842,6846.5097932,6558.9695781,7045.7008428,6830.5066978,6400.6535604,6677.5118717,6602.5261286,6813.1503886,6582.8937342,6505.7796198,6423.7034653,1010,35560.03,35560030.0,355.6003,10422.048651817116,6.418951776672653,9.0,medium,mixed,4000-6000,Before 1950,Single-family attached,East North Central,MIDWEST,80,18.0,0,6.918695219020472,5.53985,35207.9504950495
112140,1993.9287189,WEST,Mountain North,U,7921,99,2,7,1900,1900,0,2.0,2,1,5,9,1.0,4,3,2,1,4,0.0,1.0,0.0,0.0,1.0,0.0,,2,5.0,1.0,3.0,5.0,,0,0,,3.0,68.0,68.0,68.0,,,32551.3,44960.81,0.0,0.0,77512.11,9540.24,490.91,0.0,0.0,43729.97,1158.39,376.66,0.0,0.0,1535.05,4,57,1,3,1,1.0,,0,0,2028.9081521,2032.762871,2027.7907378,2047.3045367,2083.0184214,1990.5690966,2001.9916234,0.0,2040.3518439,2029.608955,2034.4062284,1985.5757412,1980.2596533,2007.9719144,2018.1391091,2060.6591664,2027.0448623,2050.3908055,1998.3021758,1997.3421965,2030.6774379,2015.828774,2037.1744199,1975.9965464,2055.7029262,2025.1829456,2005.8449755,2027.9703292,2035.1968553,2042.7405508,1989.7783613,2017.4258763,2020.2062296,2008.2851924,2028.4178951,1996.7835469,1991.3706622,2031.1844818,2031.4928863,2051.9809862,2002.8246479,2049.402967,2052.6499814,2000.296122,2076.6845919,2055.721413,2027.8369449,2052.2151005,2054.8473037,1997.9787524,2044.1649762,2005.3796847,2003.9486555,2012.627613,2033.4332697,2038.6131831,2082.8137907,2039.414741,2034.1021891,2021.3894582,1900,43729.97,43729970.0,437.2997,12816.521101992967,2.9056651539212885,11.0,good,cold,6000-8000,2000-2009,Single-family detached,Mountain North,WEST,15,18.0,0,7.550135342488429,15.0499,23015.773684210526
112144,1223.0033657,NORTHEAST,New England,U,5354,949,2,8,3750,3000,3000,2.0,2,1,4,8,1.0,7,1,2,1,4,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,5.0,1.0,3.0,3.0,5.0,0,0,,3.0,72.0,72.0,65.0,1.0,3.0,35079.02,139480.25,0.0,0.0,174559.27,10281.07,1366.31,0.0,0.0,119638.0,2258.24,1974.5,0.0,0.0,4232.74,5,51,2,5,1,1.0,,0,0,1272.570434,1235.5036232,1257.1180093,1264.4514262,1226.6347013,1223.7034864,1245.806034,1224.8560799,1262.2533827,1218.2988006,1237.5690228,1222.0094593,1222.3264016,1263.2346809,1245.6202765,1252.5411024,1217.7097693,1231.5263941,1251.2598182,1277.4390556,1236.8951729,1253.8820589,1213.3774686,1232.2981048,1233.0516692,1223.9118094,1217.6562558,1217.621591,1206.0483288,1216.6527649,1221.1280027,1253.265829,1293.3853014,1232.221344,1266.4113124,1182.5294063,1212.7758031,1228.0205611,1191.7567763,1230.9728808,1269.334301,1297.7279382,1236.4750552,1242.6029938,1188.9177084,1259.9315839,0.0,1218.3150004,1214.1558968,1204.1453366,1248.1971778,1214.3378509,1209.3798979,1226.5493948,1227.5559921,1231.4690276,1227.0715411,1227.2924921,1227.0481036,1308.7826229,3000,119638.0,119638000.0,1196.38,35063.89214536928,7.448512015938239,12.0,good,mixed,4000-6000,2010-2015,Single-family detached,New England,NORTHEAST,7,8.0,0,8.006700845440367,16.062,39879.333333333336
112145,4784.1054598,SOUTH,East South Central,C,3528,1547,2,3,2150,2150,2150,1.0,2,1,3,8,1.0,5,1,1,2,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,5.0,1.0,3.0,2.0,,0,0,,1.0,68.0,68.0,68.0,1.0,1.0,36101.38,66017.03,0.0,0.0,102118.41,10580.71,640.8,0.0,0.0,39625.35,1337.59,623.78,0.0,0.0,1961.37,4,39,2,3,1,1.0,,0,0,4912.9594969,4897.7477916,4785.4494779,4895.0081459,4915.0831771,4893.4713427,4856.0570884,4772.907396,4858.9968185,4949.8618119,4857.2022859,4807.3303567,0.0,4895.87909,4821.0434664,5076.8470197,4839.7100136,4897.5243519,4845.0406323,4775.3450765,4861.8051816,4965.2143276,4774.3213459,4882.3876314,4909.2036528,4859.8603327,4931.4113073,4810.2336755,4885.9599104,4759.7189565,4878.6955125,4835.2949061,4939.2682674,4895.9575591,4815.7057676,4950.7877748,4844.0158352,4950.2080526,4887.0894469,4861.6283726,4877.5149172,4790.2308424,4961.7112389,4908.5437583,4836.3041532,4835.6010589,4914.4862116,4759.4827743,4727.2355288,4767.112459,4804.1141877,4808.3406524,4866.1604678,4811.3702729,4908.9892746,4921.2714927,4805.9550156,4813.5806072,4792.3773233,5000.55388,2150,39625.35,39625350.0,396.2535,11613.525791324737,5.224034962822338,8.0,medium,mixed,2000-4000,1960-1969,Single-family detached,East South Central,SOUTH,55,4.0,0,7.67368812926773,7.5852,18430.39534883721
112146,5769.1595304,WEST,Mountain North,U,5425,1106,1,5,1200,1200,1200,,2,0,3,6,,4,2,1,2,4,,,,,,,,2,5.0,1.0,3.0,4.0,,0,0,,2.0,72.0,72.0,72.0,1.0,4.0,22716.91,51362.13,0.0,0.0,74079.04,6657.95,577.47,0.0,0.0,39954.68,705.46,388.69,0.0,0.0,1094.15,2,80,1,3,1,1.0,,0,0,0.0,5741.4721037,5967.8451401,5907.4100335,5625.0264682,5756.6166213,5709.8986641,5777.4999735,5995.4577647,5880.2365174,6158.3722393,5698.2311154,6066.1959376,6011.4929899,6172.1999184,6033.8844891,5644.2533463,5799.7205716,5740.4165384,5896.2448368,5768.9344178,5935.3231454,5752.5901775,5869.9100634,5790.5420207,5855.4661371,5831.7343568,5831.8305532,5934.7055328,5897.3280367,5805.7949848,5971.922548,5713.9717595,5965.2429857,5861.0663848,6022.8140634,6114.6013437,5841.9122,5804.8233137,5890.2813837,5763.1461382,5823.7307941,5748.7333807,6051.2918585,5722.9425797,5760.1575109,5951.5209254,5844.1808948,6265.6258765,5742.2666336,5894.0992641,6177.7983505,5727.693187,5637.662517,5701.2233034,5831.2049899,5624.8464778,5832.6011379,5725.8880242,5810.337906,1200,39954.68,39954680.0,399.5468,11710.046893317702,6.137431643625192,7.0,medium,mixed,4000-6000,1980-1989,Mobile home,Mountain North,WEST,35,13.0,0,7.0909098220799835,6.51,33295.566666666666
112149,4562.8188238,SOUTH,East South Central,U,3455,1598,2,4,4500,3600,3600,2.0,2,1,4,10,1.0,6,1,2,2,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,5.0,1.0,3.0,6.0,7.0,0,0,,1.0,66.0,67.0,66.0,1.0,6.0,54512.63,82177.52,0.0,0.0,136690.15,15976.74,811.01,0.0,0.0,65350.68,1838.62,771.72,0.0,0.0,2610.34,2,51,2,3,1,1.0,,0,0,4641.1744667,4658.9720493,4577.0294809,4573.2215876,4618.8653787,4598.3708916,4634.7899767,4668.9671539,4661.7536543,4643.3582179,4639.2883267,4571.7898622,4628.6723173,4646.5918752,4628.2078712,4680.4203728,4594.8977364,4627.4666384,4715.220966,4704.1626203,4584.3715288,4594.9360729,4694.4815218,4542.5910906,4643.9187098,4740.5518838,4610.4464726,4727.1335003,4653.8522609,4586.9687737,4611.3351081,4662.7556337,4692.0081323,4689.3524674,4618.4096582,4567.2345648,4572.8962953,4586.5465128,4651.2846267,4612.7371806,4678.763948,4628.3852213,4679.8112793,4635.7785121,0.0,4681.8189738,4553.3537252,4680.2635956,4619.7512827,4664.0614729,4687.5693827,4692.0061794,4659.8359872,4713.1745903,4584.4814189,4600.6984229,4680.5763892,4644.3065477,4653.960744,4704.1319173,3600,65350.68,65350680.0,653.5068,19153.18874560375,5.254114809454896,11.0,good,mixed,2000-4000,1970-1979,Single-family detached,East South Central,SOUTH,45,,1,8.188966863648876,12.438,18152.966666666667
112151,8465.8781239,MIDWEST,East North Central,U,5866,860,1,7,1100,1100,1100,,2,0,3,5,,4,1,1,3,1,,,,,,,,2,5.0,1.0,3.0,4.0,,0,0,,1.0,70.0,69.0,70.0,1.0,4.0,19017.27,28141.18,0.0,0.0,47158.45,5573.64,272.51,0.0,0.0,27468.18,1019.07,224.53,0.0,0.0,1243.6,5,34,1,3,1,1.0,0.0,2,0,8427.7276928,8551.0750249,8493.9610516,9065.8681453,8661.5706205,8866.4616225,8563.2068063,8559.189606,8472.8270052,8607.1482773,8516.9366647,8503.9484327,8686.3669393,8711.2777728,8713.2210465,8685.9310058,9217.4336742,8810.0423681,8947.7075469,8792.9041832,8558.7789114,8538.6170701,8778.2677575,8739.8648559,8411.8673722,8699.4569202,8495.5751565,8920.4930162,8823.3542171,8968.9926286,0.0,8811.5085394,8835.1720885,8597.8610869,8834.8605909,8455.8892597,8540.5408959,8610.1150509,8480.5547909,8759.8700615,8849.6895447,8632.2965354,8558.8621653,8616.9202462,8598.5497045,8687.430928,8513.2353273,8800.6857828,8735.373978,8484.2461495,8359.8433665,8514.4855326,8460.0942737,8236.9596422,8428.0353137,8642.1151017,8506.573171,8596.5712139,8535.6366222,8444.5990222,1100,27468.18,27468180.0,274.6818,8050.463071512309,4.256916591761461,4.0,poor,mixed,4000-6000,2000-2009,Mobile home,East North Central,MIDWEST,15,13.0,0,7.00397413672268,6.4526,24971.072727272727
112152,7890.2194711,MIDWEST,East North Central,U,5603,1148,2,4,1800,1800,1800,2.0,2,0,3,6,1.0,3,3,2,1,4,0.0,1.0,0.0,0.0,1.0,0.0,,1,5.0,1.0,3.0,3.0,5.0,0,0,,1.0,72.0,72.0,72.0,1.0,3.0,34865.63,112931.56,0.0,0.0,147797.19,10218.53,1117.88,0.0,0.0,99476.3,1363.57,712.01,0.0,0.0,2075.58,2,56,1,4,1,1.0,,0,0,8110.3170176,8128.4167435,8003.1315661,8027.6560214,7943.4037204,8028.3007433,8051.8918405,8017.3707176,7994.7291183,8108.0079075,7968.6183869,8267.6704102,7970.8086708,7893.3804805,7945.929033,7972.450875,8099.7817897,7883.1801395,8090.5072271,8105.6356981,7971.4408478,8128.2560001,8028.8632136,8001.9919301,8074.7291901,8029.6073063,7910.5217563,8011.3479038,7918.0496845,7952.889469,8141.132147,8128.0631315,8100.0603967,7968.7952231,8020.8375899,8038.6659003,0.0,8055.0047074,7917.3959532,7991.8629986,8041.6421888,8057.6807622,8017.1814879,7909.0464769,8107.524089,8039.2595672,8111.1647162,7917.5713299,8209.565464,7937.1507882,8085.3031126,8070.9531789,8011.2444681,7915.898107,8106.3415673,8081.2522668,7950.2224848,8141.3672817,8144.7140245,8001.5444929,1800,99476.3,99476300.0,994.763,29154.83587338804,9.863396593094969,10.0,medium,mixed,4000-6000,1970-1979,Single-family detached,East North Central,MIDWEST,45,8.0,0,7.496097345175956,10.0854,55264.61111111111
112153,9083.0932837,WEST,Pacific,U,926,1290,2,2,3100,3100,3100,2.0,3,0,5,12,1.0,6,1,2,3,3,1.0,0.0,0.0,1.0,,0.0,,4,5.0,1.0,3.0,1.0,,0,0,,2.0,78.0,72.0,78.0,1.0,1.0,20200.31,17875.93,0.0,0.0,38076.24,5920.37,173.25,0.0,0.0,9891.11,1260.51,247.12,0.0,0.0,1507.63,2,74,2,4,1,1.0,,0,0,9254.6244331,9114.6248888,9271.4307715,9305.9163845,9143.2615525,9144.8271761,9358.7120204,9187.3222052,9143.9619018,9379.5213306,9210.1539056,9206.7538994,9241.5620692,9216.8395706,9333.5363851,9319.1124091,9189.4110472,9327.031818,9299.6211433,9169.7249282,9262.5073418,9096.6980158,9192.760855,9237.2925592,9363.7449574,9230.4687693,9316.1875962,9236.162645,9277.3945421,9249.8096242,9292.1685767,9168.6900802,9201.6028395,9105.4772499,9082.3718665,9308.0127006,9209.2282335,9185.4226224,9160.2263022,9216.409673,9136.7992808,9238.7549716,9281.9957293,9248.9619761,9325.5615354,9234.9107314,9235.713462,9216.2587591,9197.2843607,9321.6569659,9221.3767075,9417.1591556,9353.3768398,9255.7041595,9316.5238985,9207.3366954,9160.549775,9310.2838022,0.0,9213.2820576,3100,9891.11,9891110.0,98.9111,2898.9185228604924,3.445659444018672,8.0,medium,mild,<2000,1950-1959,Single-family detached,Pacific,WEST,65,1.0,0,8.03947991910045,2.8706,3190.68064516129
112155,11323.47728,MIDWEST,West North Central,U,4683,1414,2,1,3240,3240,2160,1.0,1,1,2,7,0.0,5,1,1,4,4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,99,5.0,1.0,3.0,6.0,,1,0,2.0,3.0,74.0,65.0,65.0,1.0,6.0,36226.92,101822.0,0.0,0.0,138048.92,10617.5,1026.34,0.0,0.0,100017.87,1686.33,921.05,0.0,0.0,2607.38,2,61,2,2,1,1.0,,0,0,11419.960548,11531.802954,11604.209194,11401.21684,11587.711036,11334.511903,11602.255057,11479.895861,11578.014644,11492.193246,11409.72618,11564.455692,11555.344405,11501.061486,11388.848022,11433.463219,11435.373378,11586.545225,11442.430581,11564.451483,11533.455415,11647.794255,11540.543342,11627.779946,11409.844696,11447.761713,11411.049503,11622.94648,11475.188806,11645.006366,11530.265141,11688.782109,11379.127229,11584.517483,11386.469716,11713.092304,11582.522439,11699.205476,11540.838346,11468.664971,11529.986736,11334.929853,11541.556893,11520.145183,11315.253232,11556.377013,11584.362104,0.0,11578.291503,11534.76869,11349.702886,11745.269119,11594.857684,11621.858357,11485.253856,11400.812998,11481.125584,11365.741003,11624.396989,11367.933968,3240,100017.87,100017870.0,1000.1787,29313.560961313015,6.591866957711502,2.0,poor,mixed,4000-6000,Before 1950,Single-family detached,West North Central,MIDWEST,80,,1,8.083637203141548,15.17292,30869.712962962964
112156,4436.687291,NORTHEAST,Middle Atlantic,U,4480,1197,2,5,2840,2840,2840,2.0,2,1,4,10,1.0,3,3,2,2,3,0.0,0.0,0.0,1.0,,1.0,0.0,3,5.0,1.0,3.0,3.0,5.0,0,0,,2.0,68.0,68.0,68.0,1.0,3.0,35367.85,80676.42,0.0,0.0,116044.27,10365.72,779.53,0.0,0.0,62491.55,1899.69,885.92,0.0,0.0,2785.61,2,73,2,5,1,1.0,,0,0,4404.0629743,4602.8695515,4498.7175731,4518.0260683,4523.6783366,4550.5702653,4544.6218063,4497.4669203,4518.6419694,4484.6229919,4460.6259963,4456.4227786,4473.612185,4586.2613517,4510.7428129,4576.9593051,4495.5339084,4579.6532498,4500.9036756,4491.7121673,4512.6860244,4510.1842201,4508.4995501,4528.10466,4529.8247568,4489.7826966,4449.7426137,4501.6005775,4622.4794177,4563.9874184,4542.2003752,4534.4649862,4448.47525,4497.6931414,4461.7033235,4651.0504306,4527.4650816,4431.8842307,4490.1395237,4475.7896847,4534.7887493,4547.1646045,4530.7261629,4543.539241,4452.9143765,4571.9846209,4520.8085835,4494.2540461,4440.2501677,0.0,4503.5775419,4520.2265827,4539.112245,4514.1043001,4505.9672545,4536.4731765,4407.3865047,4516.653835,4422.2623186,4591.4874055,2840,62491.55,62491550.0,624.9155,18315.22567409144,4.911622076207244,11.0,good,mixed,4000-6000,1980-1989,Single-family detached,Middle Atlantic,NORTHEAST,35,8.0,0,7.951911381854188,12.7232,22004.066901408452
112158,3464.5783976,SOUTH,West South Central,U,3087,1757,2,7,4200,2100,2100,1.0,3,0,4,7,1.0,5,2,2,1,3,1.0,0.0,0.0,1.0,,1.0,1.0,3,5.0,1.0,3.0,3.0,7.0,0,0,,1.0,67.0,66.0,65.0,1.0,3.0,38833.99,60933.8,0.0,0.0,99767.79,11381.59,606.72,0.0,0.0,30191.66,1389.25,803.65,0.0,0.0,2192.9,4,38,1,5,1,1.0,,0,0,3483.4192241,3504.6126416,3554.5065951,3546.0158823,3527.8460867,3531.3769268,3561.6731334,3605.8618641,3494.3969866,3525.4492983,0.0,3506.5953512,3527.7777842,3524.8263291,3565.6317091,3517.0987886,3517.2014111,3597.995341,3487.445673,3528.7433066,3441.2851478,3527.0583688,3537.8805798,3525.3337311,3526.19892,3485.3402885,3549.7682686,3570.240377,3535.0167207,3560.8826281,3591.4783164,3526.9480238,3565.6654007,3530.2288184,3544.8731986,3488.9510533,3538.8914859,3544.3766948,3492.5262795,3477.2252572,3554.2068671,3471.2371131,3524.5911762,3550.2236725,3469.8752774,3484.5600938,3582.1652791,3530.4826708,3505.1006622,3491.2573272,3547.4835348,3528.0645663,3501.0871659,3522.3461055,3441.1113919,3557.1362644,3553.9170609,3531.9967931,3522.4032997,3549.2254771,2100,30191.66,30191660.0,301.9166,8848.6694021102,4.657266262514076,13.0,good,mixed,2000-4000,2000-2009,Single-family detached,West South Central,SOUTH,15,8.0,0,7.650168700845001,6.4827,14376.980952380953
112159,5787.8744417,WEST,Mountain South,U,880,5345,2,7,2200,2200,2200,1.0,2,0,3,7,1.0,3,1,2,3,1,1.0,0.0,0.0,1.0,,0.0,,4,5.0,1.0,3.0,1.0,5.0,1,0,2.0,3.0,76.0,78.0,74.0,4.0,1.0,43143.78,31530.29,0.0,0.0,74674.07,12644.72,319.49,0.0,0.0,12803.56,1741.93,443.11,0.0,0.0,2185.04,6,27,1,2,1,1.0,,0,0,5911.9343843,5826.1042607,5847.9271178,5874.2052453,0.0,5834.4336801,5825.2880188,5880.5735205,5993.8294785,5834.2744891,6021.0299196,5813.7194962,5943.8898845,5914.8789733,5913.9513884,5880.5306428,5832.0796823,5873.6359617,5897.3550906,5895.8219019,5971.7973405,5867.9174107,5937.6965648,5845.6278903,5916.2904172,5906.3839156,5850.9286512,5947.3268259,6020.10653,5925.2945376,5871.0509359,5860.7272025,5993.9252316,5908.1437126,5989.3574689,5940.785436,5908.0971419,5926.9367873,5932.2550124,5814.487527,6011.4938163,5937.232938,5820.712469,5814.3468912,5895.9694461,5942.7642685,5946.7092474,5759.6848373,5881.6619335,5877.3004298,5834.2686655,5898.8333147,5888.3933463,5871.0453171,5769.7758008,5875.8474715,5739.9458066,5959.4624511,5852.3478317,5879.2295992,2200,12803.56,12803560.0,128.0356,3752.508792497069,6.613409090909091,6.0,medium,mild,<2000,2000-2009,Single-family detached,Mountain South,WEST,15,1.0,0,7.696667081526462,1.936,5819.8
